class,0,1,2,3,4,5,6,7,8
-1,0.46751903,0.186187973,0.186383563,0.2033139,0.417099158,0,0.581047182,0.194440511,0.348267101
-1,0.181152151,0.432859621,0.43331434,0.23633744,0.484847063,0.188299757,0.225141524,0.226022779,0.404834865
1,0.434898888,0.207836526,0.208054858,0.56738432,0.116399087,0.45205842,0.270252928,0.162786456,0.291570757
-1,0.33220472,0.198449216,0.198657687,0.361171594,0.222283426,0.575520522,0.206437176,0.345408698,0.371201922
1,0.229098234,0.456188229,0.456667454,0.09962986,0.408781993,0.396896031,0.332185474,0.142922453,0.255991861
1,0.35311061,0.468750606,0.469243029,0.051186719,0.525048639,0.32626051,0.146285614,0.146858209,0.08768043
1,0.268673981,0.385194822,0.385599469,0.140208594,0.287638408,0.558549762,0.200349825,0.40226808,0.120085347
-1,0.548643086,0.218495371,0.2187249,0.238592995,0.489474342,0.19009685,0.227290227,0.228179893,0.408698523
-1,0.510507587,0.203308029,0.203521604,0.222008692,0.455451588,0.176883455,0.422983132,0.212319392,0.380290397
-1,0.461503249,0.183792207,0.18398528,0.200697767,0.411732153,0.159904164,0.573570583,0.191938556,0.343785789
-1,0.2775807,0.464291664,0.464779402,0.0724283,0.371467262,0.461652843,0.206991553,0.27706902,0.124066255
1,0.405979915,0.242520322,0.388440144,0.529655615,0.162988545,0.421998409,0.252282229,0.050653944,0.27218251
1,0.15854647,0.378843777,0.379241753,0.248214333,0.424343792,0.329604277,0.394092963,0.23738132,0.354316184
1,0.318328406,0.380319838,0.428309284,0.207651193,0.266248206,0.413610612,0.346174883,0.397177018,0.08892417
1,0.418494725,0.199997038,0.200207135,0.545982875,0.336025718,0.435007009,0.260059127,0.261077058,0.093524286
1,0.275817513,0.423681882,0.188500871,0.514058839,0.52729673,0.122871545,0.244853271,0.147487009,0.264167549
-1,0.544306014,0.130060888,0.520790066,0.142024138,0.291363002,0.113156471,0.40588826,0.271651333,0.243280635
1,0.450642436,0.538400768,0.323379814,0.176377171,0.180919184,0.468423151,0.224028971,0.168679404,0.201417172
1,0.18229838,0.217799258,0.363380093,0.158555234,0.243957453,0.631637377,0.528654219,0.075817642,0.135798811
1,0.349667209,0.33420926,0.334560347,0.091237617,0.140380712,0.145385523,0.347661822,0.305394818,0.625142906
-1,0.17085545,0.204127926,0.204342362,0.222904004,0.457288324,0.177596786,0.637033394,0.213175629,0.381824024
1,0.380190148,0.227114283,0.397867516,0.062001173,0.190793426,0.493988839,0.17719205,0.533656861,0.212410157
-1,0.655085528,0.156531442,0.156695878,0.170929504,0.35066246,0.136186565,0.488496394,0.163469494,0.292794162
1,0.18229838,0.217799258,0.363380093,0.158555234,0.243957453,0.631637377,0.528654219,0.075817642,0.135798811
1,0.580099303,0.198019465,0.39645497,0.108116838,0.332703092,0.344564523,0.308985191,0.310194629,0.185199034
-1,0.447730895,0.178307411,0.535484168,0.194708469,0.399445087,0,0.370969249,0.186210654,0.333526404
-1,0.510507587,0.203308029,0.203521604,0.222008692,0.455451588,0.176883455,0.422983132,0.212319392,0.380290397
-1,0.194135228,0.231941218,0.232184872,0.253275617,0.519595791,0.201795099,0.482554591,0.24222171,0.433849161
-1,0.17085545,0.204127926,0.204342362,0.222904004,0.457288324,0.177596786,0.637033394,0.213175629,0.381824024
1,0.395997614,0.236557193,0.331527974,0.154989707,0.158980956,0.28813557,0.147647443,0.148225369,0.707973445
-1,0.461503249,0.183792207,0.18398528,0.200697767,0.411732153,0.159904164,0.573570583,0.191938556,0.343785789
-1,0.307282875,0.183561647,0.183754479,0.400892,0.411215652,0.159703571,0.572851063,0.191697778,0.343354525
1,0.047496805,0.226985424,0.170417904,0.619659949,0.254246899,0.493708563,0.295152527,0.355569386,0.106144821
1,0.535390352,0.255861014,0.384194694,0.0698489,0.143295257,0.556514912,0.332699886,0.20040129,0.119647865
1,0.305061855,0.208268429,0.260609019,0.568563399,0.116640975,0.45299784,0.162488724,0.434999311,0.194784446
1,0.250693546,0.374392165,0.374785464,0.408829475,0.335486024,0.325731255,0.389462165,0.273690626,0.21009167
1,0.256247437,0.306149191,0.3064708,0.334309381,0.342918417,0.266358031,0.127388912,0.319718854,0.572656169
-1,0.45492356,0.181171867,0.181362188,0.197836403,0.608793082,0.157624398,0.376928761,0.189202073,0.338884408
1,0.342464231,0.068192648,0.204792852,0.074465138,0.305530969,0.296647189,0.354687659,0.712151976,0.127555262
1,0.193220479,0.277017998,0.277309005,0.403331526,0.3102885,0.401688516,0.192112334,0.482160764,0.345443921
-1,0.213689777,0.25530383,0.255572027,0.278787166,0.571932822,0.2221212,0.265580297,0.266619839,0.47754924
-1,0.17085545,0.204127926,0.204342362,0.222904004,0.457288324,0.177596786,0.637033394,0.213175629,0.381824024
1,0.368213953,0.439920121,0.440382257,0.060048102,0.123188887,0,0.34322081,0.574273758,0.102859561
1,0.53652405,0.256402804,0.256672155,0.419980839,0.143598687,0.557693342,0.133361753,0.200825643,0.119901221
-1,0.198212911,0.236812992,0.237061764,0.258595505,0.53050956,0,0.492690334,0.247309418,0.442961879
1,0.219726701,0.262516388,0.367909025,0.458661038,0.352854256,0.456792638,0.382316443,0.219321667,0.098208085
-1,0.324302134,0.232474135,0.310291132,0.253857553,0.347193089,0.337097919,0.322442218,0.566482578,0.144948663
-1,0.513635392,0.490928803,0.368583392,0.134021344,0.274945244,0,0.255344812,0.384516435,0.229572228
-1,0.710473496,0.212207864,0.106215394,0.115863576,0.5942363,0.092313275,0.110374818,0.11080685,0.198468829
1,0.420510859,0.055822373,0.111762028,0.365742129,0.250107075,0.485669657,0.406485308,0.408076384,0.208832994
1,0.339664421,0.202905419,0.507796428,0.276961312,0.22727483,0.176533173,0.369377313,0.529747343,0.094884327
-1,0.17085545,0.204127926,0.204342362,0.222904004,0.457288324,0.177596786,0.637033394,0.213175629,0.381824024
1,0.262334925,0.313422159,0.313751409,0.239575931,0.315958397,0.272685709,0.2282266,0.327314187,0.586260353
-1,0.17085545,0.204127926,0.204342362,0.222904004,0.457288324,0.177596786,0.637033394,0.213175629,0.381824024
1,0.402690742,0.180416601,0.240808172,0.591035001,0.202085053,0.523224322,0.187678714,0.188413332,0.112490558
1,0.399152076,0.38150652,0.190953646,0.208299111,0.213663168,0.414901169,0.148823582,0.498020373,0.356806532
-1,0.17085545,0.204127926,0.204342362,0.222904004,0.457288324,0.177596786,0.637033394,0.213175629,0.381824024
-1,0.17085545,0.204127926,0.204342362,0.222904004,0.457288324,0.177596786,0.637033394,0.213175629,0.381824024
1,0.288554414,0.393997307,0.345109801,0.322678452,0.220658648,0.128545596,0.409856452,0.411460723,0.368488625
-1,0.311249908,0.12395429,0.124084504,0.135355843,0.277682974,0.539217833,0.644718434,0.129448402,0.231858162
-1,0.322381017,0.192580828,0.192783134,0.210294783,0.647130695,0.167550501,0.400665149,0.201116722,0.360225023
-1,0.213689777,0.25530383,0.255572027,0.278787166,0.571932822,0.2221212,0.265580297,0.266619839,0.47754924
1,0.342223738,0.306651419,0.204649037,0.558096341,0.572468273,0.044465831,0.159497362,0.266869452,0.095599266
-1,0.213689777,0.25530383,0.255572027,0.278787166,0.571932822,0.2221212,0.265580297,0.266619839,0.47754924
-1,0.217387654,0.259721833,0.259994671,0.283611546,0.290915027,0.225964982,0.540352267,0.271233665,0.485813174
-1,0.19803478,0.354900258,0.2960609,0.387544665,0.4637787,0,0.246123781,0.555946122,0.110640949
1,0.288775695,0.345012017,0.345374452,0.150698754,0.386448759,0.600339471,0.287119528,0.216182534,0.129069921
1,0.231809843,0.369270142,0.323450802,0.403236318,0.310215255,0.321274957,0.384133971,0.433842254,0.086340594
-1,0.11796211,0.14093411,0.141082161,0.1538975,0.789303112,0.122616467,0.439820931,0.14718083,0.263619143
-1,0.241150889,0.288112733,0.288415396,0.314613896,0.484073609,0.313332285,0.524492187,0.225662216,0.134729683
1,0.297596506,0.304757655,0.152538902,0.11092995,0.284466463,0.441912264,0.369862189,0.212177094,0.570053283
-1,0.46751903,0.186187973,0.186383563,0.2033139,0.417099158,0,0.581047182,0.194440511,0.348267101
-1,0.461503249,0.183792207,0.18398528,0.200697767,0.411732153,0.159904164,0.573570583,0.191938556,0.343785789
1,0.24514052,0.234303445,0.351824371,0.639637814,0.131221915,0.50962575,0.243734606,0.06117216,0.109566934
-1,0.17085545,0.204127926,0.204342362,0.222904004,0.457288324,0.177596786,0.637033394,0.213175629,0.381824024
-1,0.402473633,0.320567698,0.320904455,0.175027065,0.359068621,0.139451261,0.333471161,0.502164665,0.299813091
1,0.588961069,0.070365564,0.070439483,0.076837924,0.157633262,0.612199336,0.365989562,0.293937703,0.131619732
-1,0.194135228,0.231941218,0.232184872,0.253275617,0.519595791,0.201795099,0.482554591,0.24222171,0.433849161
1,0.364106314,0.543765698,0.163301077,0.118756462,0.36544393,0.189236314,0.169695992,0.567867403,0.101712104
1,0.478571576,0.228707537,0.343421691,0.249744495,0.320219802,0.497454274,0.416348541,0.059711175,0.106950129
1,0.543761197,0.259861409,0.455235188,0.14188198,0.145535683,0.452172832,0.405481991,0.067844857,0.121518563
-1,0.58424952,0.139605312,0.139751968,0.152446477,0.312744467,0.121460377,0.435674079,0.145793135,0.52226722
-1,0.602439438,0.287903517,0.28820596,0.314385435,0.322481396,0.125241902,0.299492184,0.300664465,0.269263696
1,0.270754278,0.258784881,0.388585101,0.423882617,0.289865544,0.562874519,0.269201467,0.202691387,0.121015148
1,0.408383199,0.36593396,0.427371436,0.199796634,0.204941738,0.530620648,0.19033175,0.254769003,0.228161461
-1,0.213689777,0.25530383,0.255572027,0.278787166,0.571932822,0.2221212,0.265580297,0.266619839,0.47754924
1,0.301175946,0.299855916,0.300170914,0.523899582,0.268695444,0.521765426,0.187155414,0.25051731,0.112176903
-1,0.17085545,0.204127926,0.204342362,0.222904004,0.457288324,0.177596786,0.637033394,0.213175629,0.381824024
-1,0.217387654,0.259721833,0.259994671,0.283611546,0.290915027,0.225964982,0.540352267,0.271233665,0.485813174
1,0.435835311,0.32544381,0.325785688,0.355378756,0.145812146,0.566289738,0.270834836,0.203921209,0.121749403
1,0.513423982,0.184022527,0.184215842,0.066983091,0.137416039,0.533681829,0.446669499,0.38435817,0.114738869
-1,0.17085545,0.204127926,0.204342362,0.222904004,0.457288324,0.177596786,0.637033394,0.213175629,0.381824024
-1,0.400807118,0.239430248,0.239681769,0.261453502,0.536372749,0.208310756,0.249067773,0.250042681,0.447857491
-1,0.213689777,0.25530383,0.255572027,0.278787166,0.571932822,0.2221212,0.265580297,0.266619839,0.47754924
1,0.259380133,0.26562167,0.177267137,0.386738749,0.495872413,0.385163331,0.414470175,0.231162503,0.248424449
-1,0.213689777,0.25530383,0.255572027,0.278787166,0.571932822,0.2221212,0.265580297,0.266619839,0.47754924
-1,0.555598973,0.265518637,0.265797565,0.289941551,0.44611206,0.115504179,0.138103135,0.415931106,0.248328087
-1,0.185756898,0.221931288,0.222164427,0.242344954,0.24858575,0.193086191,0.230864447,0.695304309,0.415125453
1,0.172149347,0.274231728,0.274519808,0.748640222,0.383959491,0.059647245,0.213952559,0.214790018,0.128238532
1,0.231276946,0.138157966,0.207454652,0.377165004,0.232126587,0.480804589,0.50301681,0.432844914,0.129213165
-1,0.648116614,0.154866233,0.15502892,0.50733338,0.346932052,0.134737789,0.161099895,0.161730477,0.289679367
-1,0.327664412,0.195736971,0.195942593,0.213741233,0.438490868,0.17029643,0.610847274,0.204412757,0.366128631
-1,0.183891712,0.292937167,0.366556121,0.239911567,0.574209297,0.191147411,0.304728447,0.458881836,0.136985725
1,0.070112538,0.293182012,0.419271427,0.457356366,0.32839385,0.364394624,0.174276084,0.393656042,0.313371935
-1,0.194135228,0.231941218,0.232184872,0.253275617,0.519595791,0.201795099,0.482554591,0.24222171,0.433849161
-1,0.538587543,0.160868087,0.161037079,0.175665043,0.54056615,0.139959563,0.33468667,0.33599671,0.300905916
1,0.406726146,0.291559319,0.291865602,0.106125835,0.326576268,0.25366445,0.303295138,0.304482305,0.545365618
1,0.238023104,0.355469802,0.355843223,0.271716618,0.398162548,0.30926829,0.258844699,0.111367661,0.531928828
1,0.322575737,0.48174287,0.24112447,0.157816351,0.431681043,0.167651702,0.200453576,0.503095493,0.27033195
1,0.540209883,0.193623187,0.323044314,0.281910693,0.21687778,0.393067224,0.201416891,0.337008804,0.36217477
1,0.15323905,0.305134832,0.305455376,0.333201719,0.341782231,0.265475512,0.253933673,0.318659535,0.570758797
1,0.119768386,0.476973805,0.14324246,0.520846771,0.320555678,0.414980041,0.248086456,0.049811505,0.356874361
-1,0.350545626,0.27920737,0.279500677,0.1524447,0.625481643,0.364376884,0.290446,0.145791436,0.261130566
-1,0.403751258,0.482377978,0.482884716,0.263374015,0.270156345,0.314761363,0.250897307,0.125939688,0.22557362
-1,0.327664412,0.195736971,0.195942593,0.213741233,0.438490868,0.17029643,0.610847274,0.204412757,0.366128631
-1,0.368022178,0.2198455,0.220076448,0.240067311,0.492498907,0.191271499,0.457389403,0.229589865,0.411223958
1,0.173878041,0.346231895,0.346595611,0.378078969,0.310252117,0.301231062,0.252117873,0.361578171,0.453341983
1,0.173510258,0.331679571,0.332028,0.452735119,0.23219691,0.360712686,0.345030308,0.432976044,0.232654158
-1,0.17318086,0.206906186,0.621370623,0.225937814,0.463512196,0.180013948,0.215234555,0.216077033,0.387020797
-1,0.175131741,0.209236983,0.628370359,0.228483002,0.234366829,0.182041804,0.435318343,0.218511139,0.391380584
-1,0.49162879,0.440526618,0.293992928,0.160349034,0.493434885,0.127756669,0.305505771,0.153350795,0.274670317
-1,0.17318086,0.206906186,0.621370623,0.225937814,0.463512196,0.180013948,0.215234555,0.216077033,0.387020797
-1,0.590895982,0.17649184,0.353354489,0.192725898,0.395377837,0.153552648,0.367191947,0.18431461,0.330130355
-1,0.670314043,0.160170267,0.160338525,0.34980607,0.358814173,0.139352441,0.333234852,0.167269605,0.299600633
-1,0.481468875,0.191743454,0.383889761,0.209380385,0.429544573,0.166821963,0.398922989,0.200242232,0.358658704
-1,0.213689777,0.25530383,0.255572027,0.278787166,0.571932822,0.2221212,0.265580297,0.266619839,0.47754924
-1,0.194135228,0.231941218,0.232184872,0.253275617,0.519595791,0.201795099,0.482554591,0.24222171,0.433849161
-1,0.217387654,0.259721833,0.259994671,0.283611546,0.290915027,0.225964982,0.540352267,0.271233665,0.485813174
-1,0.349478199,0.139178586,0.139324793,0.607921997,0.467682768,0.121089114,0.289561579,0.29069499,0.260335412
-1,0.471148844,0.337740362,0.450793544,0.122935456,0.504405015,0.097947734,0.351335057,0.117570088,0.210582626
-1,0.213689777,0.25530383,0.255572027,0.278787166,0.571932822,0.2221212,0.265580297,0.266619839,0.47754924
1,0.402434254,0.2884827,0.144392876,0.315017893,0.215420093,0.418312849,0.35011046,0.401692425,0.359740508
-1,0.385356119,0.306933708,0.307256141,0.335166059,0.343797156,0.133520291,0.478932564,0.320538143,0.287061809
-1,0.400807118,0.239430248,0.239681769,0.261453502,0.536372749,0.208310756,0.249067773,0.250042681,0.447857491
-1,0.400807118,0.239430248,0.239681769,0.261453502,0.536372749,0.208310756,0.249067773,0.250042681,0.447857491
-1,0.293758564,0.350965253,0.234222628,0.255498474,0.393116992,0.10178307,0.121697425,0.244347553,0.656485214
1,0.366573529,0.375394491,0.375788843,0.204961999,0.14016008,0.544338843,0.455588976,0.065338894,0.117030072
-1,0.512505313,0.367386511,0.36777245,0.267452952,0.411510481,0.106545382,0.38217452,0.127890146,0.229067133
-1,0.341975103,0.204285752,0.204500354,0.223076348,0.457641887,0.1777341,0.425017288,0.426680903,0.38211924
-1,0.609035246,0.145527814,0.145680691,0.158913742,0.489018125,0.253226227,0.302771174,0.303956289,0.272211729
-1,0.177780883,0.21240202,0.212625149,0.463878332,0.475823989,0.184795471,0.441903215,0.221816463,0.397300829
1,0.401733101,0.383973444,0.336329707,0.209646029,0.161283579,0.417584031,0.34950047,0.451116636,0.089778435
-1,0.510507587,0.203308029,0.203521604,0.222008692,0.455451588,0.176883455,0.422983132,0.212319392,0.380290397
-1,0.245983121,0.293885996,0.294194723,0.320918194,0.329182384,0.255688722,0.305715469,0.306912109,0.549717699
-1,0.153830207,0.367574357,0.55194074,0.200692276,0.411720888,0.159899789,0.382369927,0.191933305,0.343776383
-1,0.510507587,0.203308029,0.203521604,0.222008692,0.455451588,0.176883455,0.422983132,0.212319392,0.380290397
-1,0.461503249,0.183792207,0.18398528,0.200697767,0.411732153,0.159904164,0.573570583,0.191938556,0.343785789
-1,0.658491619,0.196681651,0.196888265,0.214772807,0.440607145,0.171118327,0.204598463,0.205399308,0.367895667
-1,0.454933341,0.362351524,0.181366087,0.197840656,0.405870781,0.157627787,0.376936865,0.378412282,0.338891694
-1,0.163028105,0.389552559,0.584942675,0.212692176,0.436338723,0.169460603,0.202616397,0.203409484,0.364331644
1,0.097983054,0.390214409,0.312499463,0.298274956,0.262248038,0.305547329,0.365329156,0.122253046,0.58392103
-1,0.548643086,0.218495371,0.2187249,0.238592995,0.489474342,0.19009685,0.227290227,0.228179893,0.408698523
-1,0.583625752,0.418368793,0.418808289,0.152283719,0.312410569,0.121330701,0.290139291,0.145637481,0.260854814
-1,0.441814917,0.175951391,0.176136228,0.192135738,0.394167121,0.612329774,0.183033771,0.183750207,0.329119438
-1,0.149959517,0.358325415,0.179350918,0.586927313,0.401361127,0.155876375,0.186374349,0.374207722,0.335126249
-1,0.194135228,0.231941218,0.232184872,0.253275617,0.519595791,0.201795099,0.482554591,0.24222171,0.433849161
-1,0.565082618,0.337563544,0.337918154,0.184306643,0.378105706,0.146844682,0.351151121,0.176262803,0.315708569
-1,0.194135228,0.231941218,0.232184872,0.253275617,0.519595791,0.201795099,0.482554591,0.24222171,0.433849161
-1,0.255416117,0.457733967,0.305476544,0.333224811,0.341805917,0.26549391,0.476158634,0.159340809,0.285399176
-1,0.481468875,0.191743454,0.383889761,0.209380385,0.429544573,0.166821963,0.398922989,0.200242232,0.358658704
-1,0.194135228,0.231941218,0.232184872,0.253275617,0.519595791,0.201795099,0.482554591,0.24222171,0.433849161
-1,0.223159581,0.266617789,0.266897871,0.291141805,0.298639203,0,0.554699329,0.278435274,0.498712152
1,0.372231702,0.444720289,0.445187467,0.291375909,0.39850578,0.154767446,0.370096904,0.232215967,0.083185527
-1,0.632214508,0.151066455,0.3024503,0.164961838,0.338419772,0.13143188,0.471441505,0.157762278,0.282571831
1,0.400603146,0.299135501,0.359339692,0.130660224,0.20103742,0.520511866,0.373411532,0.37487315,0.111907394
-1,0.228416498,0.272898441,0.182123413,0.596000326,0.305674175,0.237428984,0.283883124,0.474990513,0.170153398
1,0.31571466,0.330047454,0.377593336,0.257432752,0.528124167,0.410214519,0.343332495,0.098478965,0.088194027
-1,0.194135228,0.231941218,0.232184872,0.253275617,0.519595791,0.201795099,0.482554591,0.24222171,0.433849161
-1,0.513447595,0.245374654,0.24563242,0.267944686,0.274844718,0.213482549,0.382877179,0.256250565,0.458976582
-1,0.232610364,0.416863533,0.139100483,0.151735814,0.778216346,0.120894162,0.144547695,0.145113488,0.259916277
-1,0.350906679,0.279494947,0.279788556,0.457805143,0.313062937,0.364752183,0.436117729,0.145941598,0.261399524
1,0.339736677,0.405897166,0.406323561,0.310262657,0.454646355,0.353141453,0.337788242,0.084777606,0.07592361
-1,0.434955082,0.389743838,0.390153264,0.141864408,0.291035317,0.113029208,0.405431772,0.407018725,0.243007026
-1,0.63512078,0.151760903,0.455760984,0.165720162,0.339975478,0.132036068,0.315739139,0.158487507,0.283870806
-1,0.548643086,0.218495371,0.2187249,0.238592995,0.489474342,0.19009685,0.227290227,0.228179893,0.408698523
1,0.266644342,0.353967549,0.354339391,0.386526163,0.39647987,0.307961289,0.368215419,0.369656698,0.066210105
-1,0.48250582,0.345881546,0.692489788,0.125898798,0.258281813,0.10030875,0.119934646,0.120404098,0.215658691
1,0.371167876,0.388018131,0.443915135,0.121059652,0.248354289,0.096453203,0.288311858,0.578880754,0.103684731
-1,0.194135228,0.231941218,0.232184872,0.253275617,0.519595791,0.201795099,0.482554591,0.24222171,0.433849161
-1,0.368022178,0.2198455,0.220076448,0.240067311,0.492498907,0.191271499,0.457389403,0.229589865,0.411223958
-1,0.153171913,0.549002063,0.18319293,0.199833442,0.409958988,0.159215521,0.38073363,0.382223908,0.342305242
-1,0.504989638,0.120666314,0.120793074,0.3952963,0.540634471,0.104982939,0.376570091,0.252029382,0.22570796
-1,0.67295582,0.160801514,0.160970436,0.175592346,0.360228296,0.139901643,0.334548165,0.335857663,0.30078139
-1,0.415667883,0.331076835,0.331424631,0.542294877,0.370839929,0.144022876,0.172201655,0.172875692,0.309641831
-1,0.294841756,0.528389079,0.411401006,0.320550734,0.328805461,0.408633522,0.244292333,0.122624274,0.109817651
1,0.444805726,0.425141931,0.531985678,0.058030913,0.178575923,0.462356146,0.276409191,0.055498224,0.099404211
1,0.421136042,0.503148285,0.503676841,0.054942883,0.338146535,0.043775254,0.104680193,0.42035974,0.094114562
-1,0.658491619,0.196681651,0.196888265,0.214772807,0.440607145,0.171118327,0.204598463,0.205399308,0.367895667
-1,0.508167582,0.151782097,0.455824633,0.497229918,0.340022957,0.132054508,0.157891617,0.158509641,0.28391045
-1,0.738017109,0.176347786,0.176533039,0.192568593,0.395055126,0.153427317,0.183446121,0.184164171,0.329860899
1,0.407017551,0.194512141,0.146037357,0.531009352,0.217873499,0.423076987,0.505854065,0.050783409,0.090959392
-1,0.509750537,0.243607844,0.243863754,0.532030723,0.27286571,0.423890755,0.126706763,0.127202722,0.22783587
-1,0.15048274,0.179787823,0.17997669,0.588975157,0.402761514,0.469260728,0.187024627,0.187756684,0.336295536
-1,0.199439075,0.238277939,0.23852825,0.260195202,0.533791343,0.414616434,0.247869082,0.248839298,0.445702083
-1,0.458233434,0.109494008,0.109609032,0.717392863,0.367933476,0.095262733,0.227802702,0.114347187,0.204810011
-1,0.400807118,0.239430248,0.239681769,0.261453502,0.536372749,0.208310756,0.249067773,0.250042681,0.447857491
-1,0.213689777,0.25530383,0.255572027,0.278787166,0.571932822,0.2221212,0.265580297,0.266619839,0.47754924
-1,0.738017109,0.176347786,0.176533039,0.192568593,0.395055126,0.153427317,0.183446121,0.184164171,0.329860899
-1,0.245983121,0.293885996,0.294194723,0.320918194,0.329182384,0.255688722,0.305715469,0.306912109,0.549717699
1,0.182357752,0.305018268,0.392578316,0.380656496,0.292844287,0.379105855,0.362623813,0.455054007,0.081505823
-1,0.566949482,0.169339376,0.169517267,0.554746612,0.189677427,0.147329813,0.35231122,0.176845123,0.316751576
-1,0.738017109,0.176347786,0.176533039,0.192568593,0.395055126,0.153427317,0.183446121,0.184164171,0.329860899
-1,0.454775223,0.181112792,0.181303051,0.593315682,0.405729715,0.157573001,0.188402928,0.18914038,0.338773907
1,0.162672393,0.24293912,0.243194327,0.424456202,0.326540004,0.422727139,0.505435767,0.35518991,0.090884177
-1,0.297242216,0.532690969,0.177750187,0.193896302,0.596668387,0.154485157,0.184710933,0.185433933,0.332135201
1,0.740696078,0.17698792,0.177173846,0.096633804,0.198244579,0.461952754,0.092056011,0.092416339,0.331058279
1,0.405289929,0.290529775,0.24236248,0.423004349,0.271185894,0.421281199,0.402965538,0.303407128,0.090573307
1,0.29776664,0.355753863,0.40064353,0.29135759,0.298860544,0.116068287,0.462592045,0.464402736,0.083180297
-1,0.705762659,0.168640646,0.337635606,0.184152536,0.377789556,0.146721898,0.175428754,0.176115422,0.315444591
-1,0.660284488,0.157773723,0.473818394,0.172286053,0.353445425,0.137267383,0.164124417,0.164766838,0.295117866
-1,0.648116614,0.154866233,0.15502892,0.50733338,0.346932052,0.134737789,0.161099895,0.161730477,0.289679367
-1,0.401499289,0.15989582,0.160063791,0.174603345,0.358199356,0.695568324,0.166331932,0.166982993,0.299087277
-1,0.714508551,0.142275384,0.142424844,0.46608644,0.318725973,0.123783411,0.14800224,0.148581554,0.266128014
-1,0.620400031,0.18530426,0.185498922,0.202348902,0.415119462,0.161219691,0.192763111,0.38703526,0.346614105
-1,0.658491619,0.196681651,0.196888265,0.214772807,0.440607145,0.171118327,0.204598463,0.205399308,0.367895667
1,0.365481035,0.392989494,0.349690959,0.33377355,0.293458961,0.151960636,0.317961834,0.456009155,0.245030707
1,0.425327898,0.304893878,0.305214169,0.110979534,0.227674893,0.442109793,0.475749659,0.371475885,0.095051348
1,0.276806385,0.330711798,0.33105921,0.300942753,0.246954033,0.479546934,0.401360842,0.345370166,0.206200285
-1,0.658491619,0.196681651,0.196888265,0.214772807,0.440607145,0.171118327,0.204598463,0.205399308,0.367895667
-1,0.180115816,0.21519166,0.430835437,0.234985402,0.482073352,0.187222533,0.447707071,0.224729749,0.402518887
-1,0.555548786,0.221245544,0.221477962,0.241596134,0.247817646,0.192489575,0.4603022,0.231051964,0.413842759
-1,0.714508551,0.142275384,0.142424844,0.46608644,0.318725973,0.123783411,0.14800224,0.148581554,0.266128014
-1,0.835861969,0.166439691,0.166614536,0.181749133,0.186429483,0.144807008,0.173139206,0.173816913,0.311327675
-1,0.658491619,0.196681651,0.196888265,0.214772807,0.440607145,0.171118327,0.204598463,0.205399308,0.367895667
-1,0.738017109,0.176347786,0.176533039,0.192568593,0.395055126,0.153427317,0.183446121,0.184164171,0.329860899
-1,0.548643086,0.218495371,0.2187249,0.238592995,0.489474342,0.19009685,0.227290227,0.228179893,0.408698523
-1,0.623247821,0.186154853,0.372700817,0.203277734,0.417024963,0.16195973,0.193647941,0.194405924,0.34820515
-1,0.658491619,0.196681651,0.196888265,0.214772807,0.440607145,0.171118327,0.204598463,0.205399308,0.367895667
-1,0.705825956,0.337311541,0.168832943,0.184169052,0.377823438,0.146735057,0.175444488,0.176131218,0.315472882
1,0.162764229,0.388922031,0.340664269,0.530869782,0.217816233,0.422965786,0.354004775,0.253850308,0.090935485
-1,0.785414152,0.187673219,0.187870369,0.204935762,0.210213207,0.163280749,0.195227425,0.195991589,0.351045274
-1,0.535622534,0.383957959,0.256240871,0.559033532,0.286714799,0.111351251,0.133137667,0.133658798,0.239399505
1,0.228405274,0.30320559,0.303524107,0.331095022,0.339621283,0.13189851,0.315410194,0.316644782,0.567150124
1,0.300946995,0.314609367,0.359931273,0.245391243,0.251710486,0.391026589,0.420779565,0.469362881,0.08406872
-1,0.705762659,0.168640646,0.337635606,0.184152536,0.377789556,0.146721898,0.175428754,0.176115422,0.315444591
-1,0.160566895,0.191835772,0.192037295,0.628443583,0.214875692,0.500706846,0.199557528,0.200338642,0.358831385
-1,0.555548786,0.221245544,0.221477962,0.241596134,0.247817646,0.192489575,0.4603022,0.231051964,0.413842759
1,0.323800111,0.386857106,0.387263499,0.422440965,0.259991724,0.336576089,0.321943075,0.040400404,0.361810704
1,0.166891884,0.398784984,0.266135938,0.725776654,0.223339992,0.173476832,0.207418421,0.277640405,0.124322111
1,0.545588324,0.325918233,0.217507073,0.118632273,0.365061767,0.37807684,0.452049419,0.113454711,0.203211476
-1,0.213689777,0.25530383,0.255572027,0.278787166,0.571932822,0.2221212,0.265580297,0.266619839,0.47754924
1,0.231657207,0.442832395,0.498709788,0.241782484,0.186006596,0.48159512,0.403075089,0.057807545,0.103540492
-1,0.665183569,0.198680437,0.19888915,0.216955445,0.222542417,0.172857325,0.413355408,0.207486688,0.371634423
1,0.180420957,0.431112447,0.43156533,0.470766998,0.28973403,0.375079426,0.269079328,0.225110472,0.161280323
-1,0.303867814,0.072608637,0.145369824,0.792873184,0.325316408,0.315857335,0.151062546,0.07582692,0.135815429
-1,0.555548786,0.221245544,0.221477962,0.241596134,0.247817646,0.192489575,0.4603022,0.231051964,0.413842759
-1,0.245983121,0.293885996,0.294194723,0.320918194,0.329182384,0.255688722,0.305715469,0.306912109,0.549717699
