class,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33
-1,0.172009766,0,-0.200193906,0.103043143,0.045448527,0.051458947,-0.166602035,-0.216109053,-0.069303996,0.224231739,-0.220354802,0.313657048,-0.179486621,0.10977076,-0.174260849,-0.009166382,-0.21941684,-0.271797886,-0.135413698,-0.169815748,-0.010679544,-0.260544158,0.217316256,-0.288544745,-0.231909795,-0.136655894,0.161591682,0.0269221,-0.235949554,0.016719068,0.044317442,0.008279071,-0.103970604,-0.16747146
1,0.352167679,0,0.109300312,-0.075064033,0.223320747,0,0.1502088,-0.083106838,0.169364729,0.075182467,0.255651961,0.010705009,0.322352435,0.055102539,0.315791282,-0.047865128,0.244378776,0.134078068,0.192111248,-0.010683812,0.1513439,0.128526597,0.330913095,0,0.118701304,0.086477415,0.205543422,0.032671643,0.19323044,0.021818511,0.231369514,0.021612636,0.220628867,-0.035537829
-1,0.693949599,0,-0.215377255,0.59165743,-0.225279597,0.167914391,-0.157863712,-0.054583498,0.056358182,-0.087349639,0.039657886,0.032584203,-0.007843925,0.035520127,-0.014098851,-0.002348417,-0.000839709,-0.01166452,0.004270088,-0.001932237,0.001299617,0.003013828,-0.001061938,0.001261582,-0.00064557,-0.000639033,0.000166518,-0.000508978,0.000247496,6.45E-05,0,0.000191665,-8.35E-05,2.80E-05
1,0.238931552,0,0.278080959,-0.192701049,0.184275454,0.141361304,0.198314927,-0.10286506,0.27103003,0.082714102,0.306085613,-0.117753355,0.156705646,0,0.190261574,-0.026327431,0.100824299,-0.098343943,0.224702847,-0.076816206,0.201561224,0.023565829,0.242715824,0.057549929,0.113182543,-0.130825902,0.184163906,-0.090324272,0.191660259,-0.102270687,0.245460979,-0.261585722,0.184477335,-0.117295108
-1,0.18854451,0,0.207436841,-0.014130098,-0.224180304,-0.12458144,-0.241260026,-0.005215936,0.240532101,0.004043425,0.225496339,-0.006714568,-0.240810892,0.058081434,-0.241527448,-0.001502899,0.233821266,-0.012619467,0.227561795,-0.009381095,-0.253873424,0.040319762,-0.23628519,0.116830434,0.243279452,-0.001357738,0.195355375,0.044245756,0.233372757,-0.023274892,-0.265436504,-0.06509357,-0.283487881,-0.1308061
1,0.194236799,0,0.215216385,0.009331852,0.21653035,-0.00491678,0.232453105,0.004173588,0.246364733,-0.006162948,0.241204841,0.001841776,0.237326822,-0.011174832,0.237025293,-0.00160371,0.251411574,-0.009831688,0.253710358,0.006334475,0.246684362,-0.017619306,0.244607751,-0.008204786,0.254156949,-0.015922616,0.236023271,-0.005456668,0.259508786,0.006888905,0.260964479,-0.012195759,0.279891598,0.003171403
-1,0.171035897,0,0.199060467,-0.020156553,0.203362482,-0.340368531,0.109428073,-0.033635648,0.081007435,-0.069546982,0.219107217,-0.080190898,0.036408848,-0.035682983,0.219098736,-0.120852351,0.222538547,-0.12649987,0.22392281,-0.133413823,0,-0.078026261,0.229590381,-0.153436068,0.230596789,-0.087501111,0.216006986,-0.166557789,0.234613677,-0.088313796,0.24078755,-0.198895435,0.25716264,-0.227601269
1,0.839547729,0,0.303236094,-0.185122108,0.240951834,-0.172837516,0.222268214,-0.102486109,0.081539595,-0.08343208,0.039245392,-0.056474968,0.018303795,-0.037565586,0.007969227,-0.025364883,0.003069514,-0.01427168,0.000857336,-0.007990762,-3.42E-05,-0.004580682,-0.000315551,-0.002483939,-0.000350892,-0.001391596,-0.000265073,-0.000687368,-0.000207293,-0.000374539,-0.000141832,-0.000185502,-0.000100985,-0.000101664
-1,0.283392507,0,0.206949906,-0.04737541,0.244457494,0,0.220419046,-0.039339602,0.233219889,-0.061008194,0.249145352,-0.060797013,0.241302327,-0.073033388,0.234901353,-0.056641004,0.20243915,-0.063468545,0.203698389,-0.111239621,0.226230637,-0.101399352,0.253609603,-0.118844532,0.172310456,-0.133040394,0.187574917,-0.119240756,0.221046777,-0.165266458,0.17210166,-0.112548913,0.200517215,-0.157006608
1,0.655771113,0,0.190805126,0.232965773,0.363869562,0.348007475,0.159734768,0.278168036,0.066795586,0.239256382,0.008988878,0.1784355,-0.019824981,0.125447483,-0.030955824,0.08445054,-0.032132948,0.043167363,-0.027731022,0.018283198,-0.022017118,0.004272027,-0.015193558,-0.00319082,-0.009698954,-0.006509781,-0.005143093,-0.006554692,-0.002644635,-0.006338638,-0.000821654,-0.004926465,0.000246498,-0.003851383
-1,0.438172639,0,-0.334666559,0.145931042,0.032561832,0,0,0.048471299,0.359189282,0.050111009,0.105248506,0,-0.017488699,0.077132475,0.035081477,0,0.089080626,-0.130329741,0.250977263,-0.299031988,0,-0.074960081,0,0,0.018461257,-0.378278676,0.017293218,0,-0.432005393,0.025452801,-0.019277115,0,0,0.082906376
1,0.188289326,0,0.219140904,-0.004338442,0.223876889,-0.010128237,0.240933494,-0.021615338,0.234943871,-0.005588361,0.238602412,-0.011134599,0.237885326,0.030578229,0.241200555,-0.024896708,0.233068725,0.032936102,0.241181689,-0.001853805,0.255525474,0.022285181,0.252750556,0.014511047,0.248370066,0.031865393,0.234363134,0.004017773,0.258280582,-0.011350447,0.265077251,0.009371189,0.283104196,-0.02670343
-1,0.148601311,0,0.147476134,0.017186397,0.176687654,0.023861871,0.190149033,0.263015915,0.17828453,-0.002107328,0.159377299,0.010502879,0.189795048,0.075763703,0.190359802,0.302943694,0.157375943,0.013156708,0.176453964,0.031446245,0.201665285,0.137400104,0.199475269,-0.264856122,0.161521903,0.010607957,0.187673593,0.181516843,0.172236364,0.019272217,0.209203718,0.238915528,0.223430907,0.299912137
1,0.192905088,0,0.202901349,-0.006595238,0.229365051,0.030791747,0.246839786,0.005476555,0.235422963,0.001888449,0.231265078,-0.00564222,0.246380264,0,0.247113393,0.025235679,0.250993029,0.01767412,0.230945744,0.015018466,0.253388652,0.007529532,0.256175805,-0.005514872,0.250346768,0.019000298,0.23625419,0.014648773,0.232067478,0.003836788,0.271575407,0.03229076,0.283840222,0.024983146
-1,0.354353119,0,-0.084544988,0.217148339,0.096905329,0.070517741,0.128093234,0.19913123,0.149887038,0.226940591,0.164714867,-0.223680247,0.041863952,0.182974128,-0.043123348,0.151703231,-0.040342452,0.158519383,-0.158601875,0.2025432,-0.230826678,-0.051729677,0.142262374,0.209530696,-0.277095989,-0.156629235,0.144058127,-0.172108537,-0.22845474,0.121856387,-0.135212364,-0.203752694,0.215487313,0.021812603
1,0.266175467,0,0.185873306,0.018909748,0.200438733,0.035315114,0.238417178,0.031409272,0.244379157,0,0.215957105,0,0.271969527,0,0.250046096,0,0.242428705,0.05066946,0.232321821,0.048440559,0.264896353,-0.016188882,0.273932091,0,0.227281492,0.065361382,0.221638296,0.046164271,0.219071222,0.06596844,0.224836094,0.081686143,0.253465405,0.089535829
-1,0.929579106,0,0.063463813,-0.016604002,0.074097563,0.01550217,0,-0.018378028,0.006815477,-0.066524565,0.019958586,-0.127842374,-0.006636825,0.092630962,0.076508923,-0.063522801,0,0.168054847,-0.078193482,0.127589227,-0.059909684,0.042644708,0.034851679,-0.00926159,0.010502589,0.009570254,0.12133256,-0.013287179,0.03918456,-0.00482093,0.058484861,0,0.066375702,-0.062887128
1,0.203049115,0,0.22368313,0.124268791,0.175164472,0.271733137,0.123580785,0.29633127,0.003374239,0.33107817,-0.064693964,0.312774433,-0.123558194,0.213807085,-0.197372548,0.17279216,-0.175568557,0.027860835,-0.173925209,-0.07214949,-0.144597921,-0.163029912,-0.084088531,-0.19936704,-0.011276099,-0.242296874,0.041247981,-0.195405418,0.102364209,-0.158148761,0.13166258,-0.084252266,0.153796123,-0.024506071
-1,0.935319596,0,0.059436116,0.028648323,-0.02875889,0.085583714,0.017198409,0.076118179,-0.095183985,0.014752824,0.020656974,-0.112719156,-0.044630231,0.075693404,-0.099842171,-0.087673486,-0.11540477,0.143257812,-0.049263031,0.088035873,0.025525873,0.039238511,-0.046906531,-0.019154351,0.039861213,-0.014848843,0.010182345,0.027504244,0.033178337,0.019976545,0.034051427,0.01978805,-0.06466207,-0.010854236
1,0.235276915,0,0.198289447,-0.005436145,0.222968235,0.005075405,0.240846745,0.000820361,0.243829898,0.004666771,0.236372919,-0.004225883,0.250465063,0.014362069,0.256554029,0.008034029,0.245202214,-0.003529261,0.243690296,-0.012656828,0.242537274,0.014382608,0.2361672,0.023135009,0.230328522,-0.006404409,0.231890347,0.002456027,0.239110752,-0.021976356,0.274772887,0.012805799,0.279517798,0.003741769
-1,0.971032968,0,0.04353294,0.053150995,0.004941529,0,0.024813242,-0.034321908,0.027254979,-0.088716299,-0.060331639,-0.022735313,0.017697837,-0.041607378,0,-0.064950049,-0.059482389,-0.052736827,-0.021764505,0.063016814,0.028200464,0.007583877,0.066946119,-0.039494533,0.067239577,0.033156527,0.048980427,0.025987191,0.026599783,0.012869563,-0.035105548,-0.03314871,-0.020834283,0.039136631
1,0.338164517,0,0.185333733,0.163987569,0.17019208,0.226101577,0.111038373,0.285014985,0.008214235,0.306116403,-0.009166702,0.332786963,-0.147396911,0.198216559,-0.178778425,0.22432871,-0.226979317,0.044276008,-0.221365077,-0.071634485,-0.067988928,-0.089785157,-0.067250592,-0.229606081,-0.10613949,0.001650438,0.015263816,-0.183072745,0.073629713,-0.136360304,0.118390172,-0.151549217,0.135857962,0.028890011
-1,0.732320635,0,0.074117123,0.010707986,0.121545572,-0.060028182,0.098636151,-0.106778163,0.120889087,-0.082786029,0.218972785,-0.015276689,0.115578367,0.106979756,0.137386244,-0.20156099,0.276913894,-0.066984283,0.182098306,0.097595868,0.115979339,0,0.110227387,-0.002988988,0.149118141,-0.138879233,0.078308942,0.017150399,0.112639094,-0.090333317,0.099086983,-0.098744573,0.128496925,-0.101464288
1,0.202723931,0,0.222569891,0.166679465,0.116332991,0.260348892,0.055958609,0.278127898,-0.148741906,0.240741466,-0.191335068,0.155436249,-0.196912,0,-0.162842109,-0.128443263,-0.10126338,-0.239868553,-0.033964424,-0.255621808,0.137306909,-0.235348915,0.194519013,-0.136073234,0.201865763,-0.020475183,0.153867028,0.105063626,0.126585181,0.228027294,0.007825628,0.20335604,-0.06575307,0.206441898
-1,0.976431224,0,0.022444323,0.014672806,0.047484135,-0.016438953,0.026438012,0.019494412,0.014446041,0.078114146,0.003527444,0.002510514,0.024630373,-0.056891079,-0.024703663,0.120729038,-0.051961651,0.049814377,-0.030655041,-0.00751663,0.057933573,-0.045239508,0.024038502,0,0,-0.022820681,0.022616298,-0.018786816,0.007554171,-0.028150996,-0.023272625,-0.043113548,0.010350263,0
1,0.2215002,0,0.221021788,0.000354093,0.215766858,-0.025019501,0.219717662,-0.016395231,0.244955596,0.036627416,0.244761395,0.048262257,0.249098235,-0.025470064,0.222290744,0.015849681,0.241277116,-0.028655352,0.242345852,-0.057200213,0.264899877,0.004830094,0.269129372,0.008843201,0.237969959,-0.007922252,0.230458247,-0.013895951,0.26775606,-0.026445535,0.230556214,-0.007920385,0.263396994,-0.041065013
-1,0.10828667,0,0.126029655,-0.230811478,0.128753357,0.215494966,-0.138562745,0.191661281,0.142027714,-0.19814489,0.138721703,-0.197459005,-0.138304794,-0.203327318,-0.138716334,0.220756894,0.140894155,0.206135718,0.141770564,0.197068008,-0.146954708,0.197600717,0.14535883,-0.193002251,0.14599601,-0.199434517,0.136758878,0.184704476,0.148539192,0.201286806,-0.152448009,0.199387501,-0.162815447,0.21854778
1,0.179900825,0,0.178408841,0.150514156,0.083180429,0.273634284,0.020391084,0.31492128,-0.100576298,0.292132605,-0.175680189,0.163957524,-0.213898506,0.036373822,-0.197960673,-0.113854475,-0.154558335,-0.189250922,-0.045362868,-0.281767411,0.069443616,-0.264253636,0.156121022,-0.112962208,0.188736928,-0.077279003,0.162899865,0.06549242,0.093354563,0.19499187,0.049810171,0.219668538,-0.030335631,0.235759946
-1,0.126564877,0,0.147302782,0.269771212,0.150486231,0.129083045,0.101219619,-0.224012673,0.166001227,0.23159068,0.004053429,0.007212157,0.161649899,0.237647875,0,0,0.16467633,-0.240930317,0.165700671,0.230332026,0.171759871,0.230954654,0.053092068,0.225579991,0.17063935,0.233097989,0.159843039,0.215881596,0.173611807,0.235262934,-0.168157764,0.233043037,0,0
1,0.151976945,0,0.176878667,0.177847709,0.113381029,0.302440424,0.003813527,0.268990595,-0.097712272,0.256279527,-0.160334339,0.163017492,-0.19410644,0.033573017,-0.187048515,-0.103274092,-0.127949985,-0.198541352,-0.046815778,-0.23861833,0.072792577,-0.277326407,0.152005286,-0.196515365,0.188830448,-0.06037165,0.178259378,0.056708485,0.151242969,0.160637814,0.050341707,0.252399167,-0.026883775,0.276653638
-1,0.133759626,0,0,0,-0.159040821,-0.266187205,-0.171157732,0.236746972,0,0,-0.171354083,0.243908531,0.170839102,0.251157284,0.17134745,-0.272686929,0,0,0,0,-0.181523789,-0.244083579,-0.179552503,0.238403386,0.180339571,0.10777758,0.16892953,-0.228153673,0,0,-0.188309315,-0.246290678,-0.20111555,0.269958151
1,0.156100177,0,0.080744748,0.147876423,0.099659982,0.281951473,-0.044387227,0.276288483,-0.068245795,0.253898007,-0.199973666,0.094881107,-0.199372672,-0.032566964,-0.199965925,-0.070717323,-0.135404246,-0.231120473,0.113539095,-0.284082526,-0.047075511,-0.221550984,0.1629771,-0.061826393,0.070152602,0,0.181609203,0.119867558,0.123023965,0.244762136,0.048835237,0.287426181,-0.130393208,0.315046598
-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1,0.211445963,0,0.246091802,0,0.251410239,0,0.13528227,0.187123697,0.207997808,0,0.247040644,0.046630633,0.240535099,0.056417548,0.235440792,0.06995257,0.206337726,0.100627726,0.207621215,0.192402419,0.215213329,0,0.283834915,-0.09421646,0.142539552,0.194712901,0.197461697,0.095171802,0.217533786,0.098260669,0.207287797,0.113194966,0.21457481,0.129274564
-1,0,0,-0.153205106,0.280580763,0.156516113,0.261961592,0,0,0.172652785,-0.240870363,0.168633908,-0.240036583,0.168127101,-0.247170265,-0.16862738,-0.268358135,0,0,-0.172340186,-0.239561275,0,0,0,0,-0.177476754,-0.242438069,0.166247843,-0.224531827,0.180568315,0.244689762,-0.185319981,-0.242380915,0,0
1,0.207984225,0,0.242062851,0,0.247294217,0,0.177424172,0.040901848,0.27279003,-0.042285495,0.236836061,-0.042139123,0.265639486,-0.086782923,0.207223865,0,0.210477243,0,0.272296126,-0.042055681,0.219530907,-0.042169365,0.186126293,-0.04118802,0.186942177,0,0.237314711,-0.018986675,0.285296506,0.042956002,0.260270637,-0.042550677,0.312716649,0
-1,0,0,0,0,0,0,0,0,0,0,0,0,-0.236843791,-0.348193374,0,0,0.241278013,0.264752021,0,0,0,0,-0.248923666,0.330511932,0,0,0.234196445,-0.316302183,-0.254369962,-0.344699043,0.261063723,0.341446527,0,0
1,0.175494425,0,0.204249533,0.170030718,0.208663692,-0.158747581,0.224561243,0.028238028,0.230176733,-0.029193278,0.224818858,0,0.224143195,-0.089870461,0.224810155,-0.065049543,0.228339635,0.03037059,0.229759983,0,0.238161648,-0.116452413,0.235575295,0.028435597,0.236607938,-0.029383282,0.221637811,-0.014709601,0.240729537,0.148280927,0.247064349,-0.088129066,0.263866302,-0.064398593
-1,0.291751109,0,0.210935026,-0.395728921,0,0,0,0,0.131902156,0.153685143,0.15997648,0.209577445,-0.028230249,0.284282677,0.135905417,0.186990918,-0.204181264,0.183025702,0.046297979,-0.078437246,0.007498959,-0.28434165,-0.225486437,0.092574864,0.114728222,-0.146544915,0.094908516,-0.286520977,0.172814956,0.131468367,0.074679418,-0.01221054,0.074770473,-0.245344398
1,0.175567087,0,0.204334101,0.044026832,0.208750088,0.082206982,0.224654221,0.127951873,0.230272036,0.018896266,0.224911943,0.075326627,0.224236001,0.038784283,0.224903237,0.168432181,0.228434177,-0.019658319,0.229855114,-0.037590332,0.238260258,0.113072632,0.235672833,0.128847095,0.236705904,-0.038041739,0.221729579,0.06056672,0.24082921,0.019195898,0.247166644,0.11409508,0.263975554,0.083371569
-1,0.1843892,0,0,0,-0.219239621,-0.230314915,0.235942925,0.166651681,0.019296655,-0.078964783,-0.236213597,-0.121614661,0.030064401,-0.204420586,0.236204454,-0.375902103,0,0,0.200315587,-0.026774728,-0.062558164,0.336472053,0.042129565,-0.23249767,0,0,-0.044592529,-0.147220152,-0.056504717,-0.167727493,0.193308935,0.307009441,-0.187284022,0.170235649
1,0.218402623,0,0.233006811,0.135778815,0.216400585,-0.072439829,0.197954311,0.096640072,0.250647859,-0.033301754,0.25647219,0.016595231,0.232454042,0.05126118,0.198173732,0,0.248647376,0.017324456,0.285936052,0.033120765,0.197595598,-0.033210296,0.219879901,0.064878778,0.245380955,-0.050279759,0.231132845,0.020500279,0.29958765,0.084576551,0.217791157,0,0.232602347,0.018367614
-1,0.755397057,0,0.163437769,-0.268358358,0,0,0,0,0,0,0,0,0.111318683,-0.270501381,0,0,0,0,0,0,0,0,-0.051998369,-0.088469613,0.079979166,0.124849463,0.165121149,-0.140405674,0.129524331,0.135009673,0.02726717,-0.066874828,0.191118439,0.298068212
1,0.158513648,0,0.184486422,-0.027647866,0.188473468,-0.035727724,0.201303419,-0.083612548,0.207904915,-0.095934406,0.196287141,-0.099088234,0.173682251,-0.140678282,0.186618062,-0.155661991,0.150732515,-0.196812347,0.141391235,-0.183308387,0.177364142,-0.226532582,0.125177002,-0.211284935,0.143258798,-0.281125495,0.097607719,-0.231628917,0.082497633,-0.247191022,0.053819133,-0.259314899,0.069643781,-0.286713303
-1,0.177877223,0,0.207022757,0.379142738,-0.21149685,0.353983052,-0.227610251,-0.259598387,0.080836805,0.068523921,0.104941599,0.022763322,0.051814431,0.019044443,0.079952409,0.125646478,0.168504481,-0.0133649,0.053112845,0.171795013,0,0,-0.0712143,-0.051448499,0.239820512,-0.218401983,0.224647126,-0.303405018,0.243998072,-0.081209473,0.087866982,0.066077988,0.221701832,0.028342873
1,0.224020423,0,0.260726612,0.114966785,0.265868562,0.001645039,0.230023211,-0.119478393,0.264202656,-0.096273009,0.2027338,-0.098353978,0.21131472,-0.128458592,0.205162348,-0.164766662,0.137560067,-0.260939136,0.118703651,-0.224469355,0.185574268,-0.160769252,0.159907818,-0.130487925,0.072385096,-0.215129825,0.082636128,-0.184903723,0.039262917,-0.162997907,0.049379072,-0.211725587,0.061818048,-0.210704052
-1,0,0,-0.161221412,0.295261875,0.164705664,-0.275668474,0,0,0,0,0.17745751,-0.25259626,0.176924186,0.260103206,0,0,0.180236585,-0.263695806,0,0,0,0,0.185947948,0.246895028,-0.18676305,0.255123402,0.174946597,-0.236280233,-0.190016374,0.257492912,-0.195016667,-0.255063257,0,0
1,0.207635924,0,0.222921776,-0.086071593,0.238039309,-0.073029693,0.231213408,-0.083063218,0.222501672,-0.102848657,0.210856136,-0.10945548,0.18643713,-0.193529089,0.168468784,-0.211507146,0.100645273,-0.27956208,0.073587122,-0.272479035,0.114138026,-0.205253646,0.093396453,-0.220901529,0.041291485,-0.243215788,0.024418894,-0.211043029,-0.020398718,-0.212000355,-0.005378573,-0.206734958,-0.023280229,-0.200720289
-1,0.129119464,0,-0.150275943,-0.275216277,-0.077827277,0.256953089,0.165220218,-0.228534147,0.169351797,0.127155519,0,0,0.039509771,-0.242444561,0.165403355,0.263227336,0,0,0.169045175,0.234981049,0.175226673,0.235616245,0,0,-0.124518472,0.237802841,0.054355894,-0.220238952,0.177115989,-0.240011483,0.126865669,-0.23774678,0.092349881,0.26059322
1,0.175054699,0,0.171500332,0.162160807,0.104070428,0.265315632,0.022211699,0.289573581,-0.086706141,0.282475831,-0.162278039,0.195295524,-0.209902853,0.06379662,-0.194442212,-0.091098836,-0.143195148,-0.218642861,-0.057536715,-0.272874246,0.038592418,-0.276307935,0.120963243,-0.208662508,0.176763497,-0.093184144,0.172305042,0.023687196,0.154005038,0.139357945,0.077470078,0.20128355,-0.001110726,0.245222864
-1,0.126385976,0,0.147094568,0.269389887,0,0,0.16172247,-0.223696029,-0.165766582,-0.231263324,0.161907997,0.230462799,0.161421404,-0.237311956,0,0,0.164443558,-0.240589759,0.165466451,0.230006449,0,0,0.169654469,-0.225261131,-0.170398149,-0.232768502,0.159617099,0.215576445,-0.173366405,0.234930387,-0.177928552,0.232713628,0,0
1,0.126404571,0,0.14711621,0.171217073,0.150295626,0.25155034,0.124743571,0.223728941,-0.055263104,0.231297349,-0.161931818,0.230496706,0,0.237346872,-0.16192555,0.257692663,-0.164467752,0,-0.165490796,-0.15336096,-0.171542321,-0.213445508,-0.16967943,-0.07509734,-0.056807172,-0.232802749,0.030706866,-0.215608162,0.173391912,-0.234964952,0,-0.232747867,0.190056788,-0.170076806
-1,0,0,-0.146769913,0.268795313,-0.149941846,-0.250958216,0,0,-0.165400716,0.230752899,0.161550647,-0.229954141,-0.161065129,-0.236788181,-0.161544394,0.257086081,0,0,-0.165101248,-0.229498798,-0.171138528,0.230119174,0,0,0.17002206,-0.232254755,0.159264806,0.215100643,0.172983765,-0.234411868,0.177535843,0.232200002,0,0
1,0.136222762,0,0.15854313,0.01986912,0.161969501,0.03852445,0.174309541,0.053303843,0.178668412,-0.031157856,0.174509508,0.098105588,0.173985043,0.125284707,0.174502753,0.163809054,-0.066465906,0.259315175,0.178344922,0,0.184866485,0.228694514,0.182858899,0.242793499,0.18366046,0.250885179,0.172040307,0.232355042,0.186859739,0.063303832,0.191776964,0.250826034,0.204819022,0.274929334
-1,0,0,-0.207653688,-0.380298229,0,0,0,0,0,0,0,0,0,0,0.228556987,-0.36373172,0,0,-0.233589312,-0.324700552,0,0,0.239501545,0.318001577,0.240551399,-0.328599748,0.22533177,-0.304329687,0,0,0,0,0,0
1,0.413384149,0,0.31247168,-0.069573421,0.286376699,-0.118297301,-0.069447553,-0.156459577,0.161551086,0.033305072,0.201744921,-0.198543213,0.152749395,-0.248361237,0.018317111,-0.159673759,0.109019483,-0.231677911,0.082242096,-0.21856015,0.053367864,-0.237805794,0.036379706,-0.19742173,0.016742478,-0.19127928,-0.000240155,-0.163655792,-0.014811296,-0.162357767,-0.027451524,-0.144240083,0.008303877,-0.226939498
-1,0.235749114,0,0,0,0,0,0,0,0,0,0.30200872,-0.143293476,0.050184516,0.115277656,0,0,0,0,0,0,-0.063321071,-0.094104772,-0.052744105,0.380789936,-0.317845491,0.217092789,0.012406638,0.301587788,-0.074109501,-0.438218166,-0.041486504,-0.117562759,-0.070155279,-0.44605945
1,0.246508489,0,0.286899392,0.027054354,0.291232701,0.049659603,0.303260964,0.064381325,0.308810787,-0.119514355,0.208504907,0.245883332,0.253215673,0.117025692,0.232985567,0.137595616,0.214172523,0.13474226,0.192397088,0.131461902,0.175610326,0.131349447,0.15083137,0.12511179,0.129693592,0.123606425,0.102518947,0.107442522,0.092586409,0.107992829,0.0778305,0.097033541,0.067033981,0.094940153
-1,0.126470295,0,0.147192703,-0.02567381,-0.150373773,-0.251681135,-0.161830364,-0.223845269,0.165877175,0.073465835,0.131798408,0.175706752,-0.161529098,-0.237470281,-0.162009744,0.257826651,0.07793901,0.240750271,0.165576843,0.230159899,0.118149419,-0.230782062,-0.169767656,-0.225411415,0.141417398,0.085035819,0.159723589,0.215720268,0.173482067,0.119410153,-0.178047258,-0.075775535,-0.190155609,0.185898637
1,0.202894649,0,0.221189356,-0.000821687,0.146581468,0.174444258,0.239667773,-0.144108075,0.247813892,0.062475677,0.250035419,0.033523447,0.258299419,0.031132908,0.238041285,0.021082616,0.22341002,-0.097809525,0.232107262,-0.053473703,0.233689078,0.096754991,0.204487638,-0.013166752,0.231278244,-0.009674488,0.223681744,-0.007966698,0.274262756,0.035395266,0.223703816,-0.038083614,0.261870132,-0.060297221
-1,0.116800577,0,0.135938583,-0.248958748,0.138876433,0.232437994,0.149457071,0.206730415,0.153194469,-0.106861895,0.149628528,0.212983978,0.149178839,0.21931368,0.149622736,0.238113635,0,0,0.152917101,0.212562239,0.158508842,0.213136832,0.15678749,-0.208176816,0.157474767,0.215114812,0.147511377,0.124516649,0.160217904,-0.162834551,-0.123325536,0.215064099,0.175616613,0.235730832
1,0.180554521,0,0.210138736,0.088738566,0.21468017,-0.282091463,0.231036101,-0.03323861,0.236813504,0.050925066,0.231301144,0.091594087,0.226270607,-0.023260365,0.23129219,0.024330392,0.225061351,-0.065145961,0.19757982,-0.051367901,0.238657907,0.012282812,0.241456422,0.02974142,0.243430143,-0.004166628,0.219449949,-0.014157458,0.225788885,0.013038862,0.254188047,-0.04561931,0.262035291,-0.042696885
-1,0.181780803,0,0.078017059,-0.387463163,-0.216138225,-0.36175134,-0.017819888,0.321741739,0.238421884,0.316130859,0.173715589,-0.128313731,-0.232172219,-0.270715504,-0.022534159,0.370584536,0.1151469,0.160915508,0.07557379,-0.090845933,-0.035383152,-0.066966073,-0.029223096,0.022339305,0.007403971,0.022226752,0.007904339,-0.003677351,-0.001004891,-0.00564969,-0.001947509,0.000361489,4.10E-05,0.001192347
1,0.192550369,0,0.178937228,0.157046577,0.184995335,-0.065003202,0.24638589,-0.026081674,0.247877541,-0.02606553,0.17320325,0.072550377,0.245300099,0.00761057,0.242253664,0.009762463,0.250531496,-0.047921575,0.241156747,0.027041699,0.261308091,0.000671106,0.233414257,0.105715542,0.259603378,-0.05156606,0.243178336,-0.001294026,0.199779281,0.028304229,0.271076027,-0.066476563,0.289510927,-0.022306305
-1,0,0,0,0,0,0,0,0,0,0,0,0,0.192689751,0.283280782,0.193263118,0.307564109,0.196297314,-0.287193516,0,0,0.204741029,0.275302336,0.202517612,-0.268895635,0.203405347,0.277857232,0.19053594,0,0.206948573,0.280437888,0.212394437,-0.277791728,0,0
1,0.170370212,0,0.198285708,-0.103233909,0.202570979,-0.085934039,0.206282248,-0.105824426,0.223455867,-0.095288425,0.202400433,-0.152404081,0.197618607,-0.141136732,0.165262408,-0.204569489,0.154612072,-0.188166434,0.132989868,-0.178524945,0.158282433,-0.220654395,0.124559711,-0.265173169,0.113044208,-0.230100966,0.076392633,-0.221013165,0.061584767,-0.247774873,0.039824758,-0.229456962,0.035847274,-0.240692802
-1,0.147866957,0,0,0,0,0,0,0,-0.164849699,-0.270569608,0,0,0.188857124,-0.277646286,0,0,-0.192392932,-0.281481196,-0.19358968,-0.26909911,0.200668701,-0.269826533,-0.119093705,-0.263547262,0.199359585,0.272330611,-0.186746153,-0.050443307,0.202832336,-0.274859938,0,0.272266411,0,0
1,0.20156973,0,0.234597328,0.039058843,0.22877447,-0.036466921,0.199307924,0,0.264376842,0,0.246486653,0,0.25744683,0.017202039,0.234738754,-0.018676628,0.262266784,0,0.263898171,0,0.236247143,0.033438785,0.209083377,0.032660614,0.247057578,0.016872698,0.233035183,0.009960387,0.263930786,0.03406256,0.245078278,-0.033741152,0.261745165,0.018489731
-1,0,0,0,0,-0.163296229,0.273309497,0.175737349,0.24308154,-0.180131925,-0.251304618,0,0,-0.175410194,-0.257877426,-0.175932144,-0.087494729,-0.178694247,-0.261439283,0.179805784,-0.249938822,0.186380768,-0.250614451,0,0,0.185164863,-0.252940235,-0.173449527,-0.234258313,0,0,0.193347851,-0.252880606,0,0
1,0.199906258,0,0.21213126,-0.037598827,0.230699028,0.070203604,0.210657678,0.031221321,0.239058958,-0.010757944,0.248560214,-0.064327877,0.247813201,0.055200331,0.241019222,0.011985625,0.260102404,0,0.261720328,0,0.207458705,0.042917245,0.236773829,0.010478733,0.229885118,0.010827962,0.233944734,0.008865478,0.258086409,-0.043717833,0.273154877,0.02165082,0.274048564,0.02373137
